,id,sigungu,jibun,apt_name,exclusive_use_area,transaction_year_month,transaction_day,transaction_real_price,floor,year_of_completion,train_test,transaction_date,소비심리지수,아파트 매매 실거래 가격 지수,기준금리,GDP 성장률,apartment_id,recent_price,recent_jeonse,transaction_cnt,age,cluster
1702,TRAIN_1525,서울특별시 강남구 대치동,316,은마,84.43,201510,27,115000.0,8,1979,train,2015-10-27,131.5,74.6,1.5,1.5,46,112500.0,51000.0,51.0,36,2.0
1703,TRAIN_1273,서울특별시 강남구 대치동,65,쌍용대치2,120.76,201510,27,145000.0,5,1983,train,2015-10-27,131.5,74.6,1.5,1.5,41,144000.0,78000.0,2.0,32,2.0
1704,TRAIN_1526,서울특별시 강남구 대치동,316,은마,76.79,201510,27,99000.0,9,1979,train,2015-10-27,131.5,74.6,1.5,1.5,46,100000.0,42500.0,51.0,36,2.0
1705,TRAIN_1527,서울특별시 강남구 대치동,316,은마,76.79,201510,27,99200.0,13,1979,train,2015-10-27,131.5,74.6,1.5,1.5,46,100000.0,42500.0,51.0,36,2.0
1706,TRAIN_0958,서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201510,27,76000.0,5,2000,train,2015-10-27,131.5,74.6,1.5,1.5,9,75000.0,57000.0,27.0,15,1.0
1707,TRAIN_1109,서울특별시 강남구 대치동,938-11,동민맥스빌A동,83.58,201510,28,70000.0,6,2004,train,2015-10-28,131.5,74.6,1.5,1.5,18,67000.0,51500.0,0.0,11,1.0
1708,TRAIN_1528,서울특별시 강남구 대치동,316,은마,84.43,201510,28,114500.0,13,1979,train,2015-10-28,131.5,74.6,1.5,1.5,46,115000.0,51000.0,54.0,36,2.0
1709,TRAIN_1580,서울특별시 강남구 대치동,902,포스코더샵,164.88,201510,28,159000.0,16,2004,train,2015-10-28,131.5,74.6,1.5,1.5,50,150000.0,123000.0,4.0,11,2.0
1710,TRAIN_1723,서울특별시 강남구 대치동,941-13,한양팰리스,99.19,201510,28,74000.0,5,2004,train,2015-10-28,131.5,74.6,1.5,1.5,62,75000.0,59000.0,1.0,11,1.0
1711,TRAIN_1560,서울특별시 강남구 대치동,891-6,테헤란로대우아이빌(891-6),59.83,201510,29,52000.0,22,2004,train,2015-10-29,131.5,74.6,1.5,1.5,49,54000.0,29700.000000000004,5.0,11,0.0
1712,TRAIN_1592,서울특별시 강남구 대치동,910-7,풍림아이원2차201동,156.21,201510,29,88500.0,6,2003,train,2015-10-29,131.5,74.6,1.5,1.5,53,85000.0,68000.0,0.0,12,1.0
1713,TRAIN_0872,서울특별시 강남구 대치동,891-28,대치동우정에쉐르1,59.75,201510,29,45000.0,10,2004,train,2015-10-29,131.5,74.6,1.5,1.5,6,53800.0,38500.0,2.0,11,0.0
1714,TRAIN_1018,서울특별시 강남구 대치동,888,대치아이파크,114.97,201510,29,165500.0,15,2008,train,2015-10-29,131.5,74.6,1.5,1.5,10,168000.0,110000.0,16.0,7,2.0
1715,TRAIN_0848,서울특별시 강남구 대치동,891-26,대우아이빌멤버스(891-26),35.796,201510,29,26500.0,8,2003,train,2015-10-29,131.5,74.6,1.5,1.5,3,25300.0,13915.000000000002,3.0,12,0.0
1716,TRAIN_1093,서울특별시 강남구 대치동,974,대치현대,59.82,201510,30,66000.0,13,1999,train,2015-10-30,131.5,74.6,1.5,1.5,16,66000.0,45000.0,10.0,16,1.0
1717,TRAIN_0959,서울특별시 강남구 대치동,1014-3,대치삼성,84.58,201510,30,103500.0,10,2000,train,2015-10-30,131.5,74.6,1.5,1.5,9,104500.0,90000.0,28.0,15,1.0
1718,TRAIN_1710,서울특별시 강남구 대치동,511,한보미도맨션2,84.96,201510,30,120000.0,10,1985,train,2015-10-30,131.5,74.6,1.5,1.5,61,119500.0,68000.0,14.0,30,3.0
1719,TRAIN_1153,서울특별시 강남구 대치동,670,동부센트레빌,145.83,201510,30,215000.0,25,2005,train,2015-10-30,131.5,74.6,1.5,1.5,20,204500.0,129500.0,13.0,10,3.0
1720,TRAIN_0960,서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201510,31,120000.0,16,2000,train,2015-10-31,131.5,74.6,1.5,1.5,9,117000.0,90000.0,28.0,15,1.0
1721,TRAIN_1178,서울특별시 강남구 대치동,893,롯데캐슬,123.04,201510,31,119500.0,15,2002,train,2015-10-31,131.5,74.6,1.5,1.5,24,107000.0,86000.0,0.0,13,1.0
1722,TRAIN_1529,서울특별시 강남구 대치동,316,은마,84.43,201510,31,115000.0,6,1979,train,2015-10-31,131.5,74.6,1.5,1.5,46,114500.0,45000.0,55.0,36,2.0
1723,TRAIN_1530,서울특별시 강남구 대치동,316,은마,84.43,201510,31,114500.0,5,1979,train,2015-10-31,131.5,74.6,1.5,1.5,46,114500.0,45000.0,55.0,36,2.0
1724,TRAIN_1614,서울특별시 강남구 대치동,986,하이캐슬102동,145.34,201510,31,85000.0,4,2005,train,2015-10-31,131.5,74.6,1.5,1.5,59,89800.0,62000.0,1.0,10,1.0
1725,TRAIN_1235,서울특별시 강남구 대치동,602,선경3차,76.6,201510,31,81100.0,3,1990,train,2015-10-31,131.5,74.6,1.5,1.5,34,80500.0,52000.0,2.0,25,1.0
1726,TRAIN_1664,서울특별시 강남구 대치동,511,한보미도맨션1,128.01,201512,01,158000.0,2,1983,train,2015-12-01,128.5,75.4,1.5,1.5,60,164700.0,97000.0,1.0,32,3.0
1727,TRAIN_1564,서울특별시 강남구 대치동,891-6,테헤란로대우아이빌(891-6),35.51,201512,01,30800.0,19,2004,train,2015-12-01,128.5,75.4,1.5,1.5,49,29200.0,16060.000000000002,3.0,11,0.0
1728,TRAIN_0962,서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201512,01,77000.0,13,2000,train,2015-12-01,128.5,75.4,1.5,1.5,9,76000.0,58000.0,23.0,15,1.0
1729,TRAIN_0812,서울특별시 강남구 대치동,503,개포우성1,158.54,201512,01,224000.0,4,1983,train,2015-12-01,128.5,75.4,1.5,1.5,0,220000.0,120000.0,4.0,32,3.0
1730,TRAIN_1020,서울특별시 강남구 대치동,888,대치아이파크,114.97,201512,01,152000.0,6,2008,train,2015-12-01,128.5,75.4,1.5,1.5,10,165500.0,110000.0,16.0,7,2.0
1731,TRAIN_1545,서울특별시 강남구 대치동,316,은마,76.79,201512,02,100500.0,13,1979,train,2015-12-02,128.5,75.4,1.5,1.5,46,99200.0,44000.0,49.0,36,2.0
1732,TRAIN_1097,서울특별시 강남구 대치동,974,대치현대,85.0,201512,03,89500.0,11,1999,train,2015-12-03,128.5,75.4,1.5,1.5,16,90500.0,80000.0,7.0,16,1.0
1733,TRAIN_0813,서울특별시 강남구 대치동,503,개포우성1,84.81,201512,03,138000.0,5,1983,train,2015-12-03,128.5,75.4,1.5,1.5,0,139500.0,70000.0,5.0,32,3.0
1734,TRAIN_1546,서울특별시 강남구 대치동,316,은마,84.43,201512,03,113200.0,9,1979,train,2015-12-03,128.5,75.4,1.5,1.5,46,114500.0,50000.0,50.0,36,2.0
1735,TRAIN_0963,서울특별시 강남구 대치동,1014-3,대치삼성,108.52,201512,08,135500.0,10,2000,train,2015-12-08,128.5,75.4,1.5,1.5,9,125700.0,100000.0,19.0,15,1.0
1736,TRAIN_1244,서울특별시 강남구 대치동,890-49,선릉역대우아이빌(890-49),28.34,201512,09,23500.0,11,2004,train,2015-12-09,128.5,75.4,1.5,1.5,35,22000.0,12100.000000000002,1.0,11,0.0
1737,TRAIN_1665,서울특별시 강남구 대치동,511,한보미도맨션1,128.01,201512,09,162800.0,11,1983,train,2015-12-09,128.5,75.4,1.5,1.5,60,158000.0,97000.0,1.0,32,3.0
1738,TRAIN_1021,서울특별시 강남구 대치동,888,대치아이파크,114.97,201512,11,140000.0,5,2008,train,2015-12-11,128.5,75.4,1.5,1.5,10,152000.0,110000.0,13.0,7,2.0
1739,TRAIN_1584,서울특별시 강남구 대치동,902,포스코더샵,164.88,201512,11,153000.0,12,2004,train,2015-12-11,128.5,75.4,1.5,1.5,50,159000.0,123000.0,2.0,11,2.0
1740,TRAIN_1585,서울특별시 강남구 대치동,902,포스코더샵,139.54,201512,11,135000.0,6,2004,train,2015-12-11,128.5,75.4,1.5,1.5,50,134000.0,98000.0,2.0,11,2.0
1741,TRAIN_1547,서울특별시 강남구 대치동,316,은마,84.43,201512,13,114000.0,5,1979,train,2015-12-13,128.5,75.4,1.5,1.5,46,113200.0,45000.0,49.0,36,2.0
1742,TRAIN_1098,서울특별시 강남구 대치동,974,대치현대,101.6,201512,14,112800.0,19,1999,train,2015-12-14,128.5,75.4,1.5,1.5,16,104500.0,90000.0,7.0,16,1.0
1743,TRAIN_0814,서울특별시 강남구 대치동,503,개포우성1,127.61,201512,15,175000.0,1,1983,train,2015-12-15,128.5,75.4,1.5,1.5,0,170500.0,110000.0,5.0,32,3.0
1744,TRAIN_1158,서울특별시 강남구 대치동,920-32,동양,97.34,201512,15,73000.0,3,1999,train,2015-12-15,128.5,75.4,1.5,1.5,21,53000.0,45500.0,0.0,16,1.0
1745,TRAIN_1022,서울특별시 강남구 대치동,888,대치아이파크,84.95,201512,18,127000.0,20,2008,train,2015-12-18,128.5,75.4,1.5,1.5,10,125000.0,90000.0,11.0,7,2.0
1746,TRAIN_1156,서울특별시 강남구 대치동,670,동부센트레빌,145.83,201512,19,199400.0,2,2005,train,2015-12-19,128.5,75.4,1.5,1.5,20,215000.0,160000.0,6.0,10,3.0
1747,TRAIN_1236,서울특별시 강남구 대치동,602,선경3차,76.6,201512,22,81000.0,2,1990,train,2015-12-22,128.5,75.4,1.5,1.5,34,81100.0,62000.0,1.0,25,1.0
1748,TRAIN_1023,서울특별시 강남구 대치동,888,대치아이파크,84.95,201512,26,120500.0,23,2008,train,2015-12-26,128.5,75.4,1.5,1.5,10,127000.0,90000.0,10.0,7,2.0
1749,TRAIN_1717,서울특별시 강남구 대치동,511,한보미도맨션2,126.33,201512,28,160000.0,10,1985,train,2015-12-28,128.5,75.4,1.5,1.5,61,147500.0,85000.0,6.0,30,3.0
1750,TRAIN_1548,서울특별시 강남구 대치동,316,은마,84.43,201512,28,111000.0,6,1979,train,2015-12-28,128.5,75.4,1.5,1.5,46,114000.0,54000.0,38.0,36,2.0
1751,TRAIN_1718,서울특별시 강남구 대치동,511,한보미도맨션2,84.96,201512,30,89000.0,9,1985,train,2015-12-30,128.5,75.4,1.5,1.5,61,120000.0,70000.0,6.0,30,3.0
1752,TRAIN_1054,서울특별시 강남구 대치동,907-2,대치한신휴플러스,84.99,201512,31,80000.0,5,2005,train,2015-12-31,128.5,75.4,1.5,1.5,15,77500.0,55000.0,1.0,10,1.0
1753,TRAIN_1157,서울특별시 강남구 대치동,670,동부센트레빌,161.47,201512,31,220000.0,10,2005,train,2015-12-31,128.5,75.4,1.5,1.5,20,234000.0,177000.0,6.0,10,3.0
1754,TRAIN_2163,서울특별시 강남구 대치동,985,래미안대치하이스턴,110.39,201601,02,133000.0,6,1989,train,2016-01-02,110.7,75.7,1.5,0.7,23,130000.0,73000.0,1.0,27,2.0
1755,TRAIN_2164,서울특별시 강남구 대치동,985,래미안대치하이스턴,110.39,201601,05,138000.0,12,1989,train,2016-01-05,110.7,75.7,1.5,0.7,23,133000.0,73000.0,2.0,27,2.0
1756,TRAIN_2337,서울특별시 강남구 대치동,316,은마,84.43,201601,09,107000.0,10,1979,train,2016-01-09,110.7,75.7,1.5,0.7,46,111000.0,55000.0,31.0,37,2.0
1757,TRAIN_2338,서울특별시 강남구 대치동,316,은마,76.79,201601,11,97000.0,8,1979,train,2016-01-11,110.7,75.7,1.5,0.7,46,100500.0,40000.0,31.0,37,2.0
1758,TRAIN_2024,서울특별시 강남구 대치동,670,동부센트레빌,121.74,201601,13,188000.0,17,2005,train,2016-01-13,110.7,75.7,1.5,0.7,20,180000.0,157000.0,6.0,11,3.0
1759,TRAIN_2339,서울특별시 강남구 대치동,316,은마,76.79,201601,13,95000.0,12,1979,train,2016-01-13,110.7,75.7,1.5,0.7,46,97000.0,40000.0,27.0,37,2.0
1760,TRAIN_2080,서울특별시 강남구 대치동,1027,래미안대치팰리스,94.49,201601,13,162000.0,22,2015,train,2016-01-13,110.7,75.7,1.5,0.7,22,73000.0,110000.0,1.0,1,3.0
1761,TRAIN_1794,서울특별시 강남구 대치동,891-26,대우아이빌멤버스(891-26),35.236,201601,13,27000.0,10,2003,train,2016-01-13,110.7,75.7,1.5,0.7,3,26500.0,14575.000000000002,1.0,13,0.0
1762,TRAIN_2340,서울특별시 강남구 대치동,316,은마,76.79,201601,13,94000.0,7,1979,train,2016-01-13,110.7,75.7,1.5,0.7,46,97000.0,40000.0,27.0,37,2.0
1763,TRAIN_1973,서울특별시 강남구 대치동,974,대치현대,101.6,201601,14,107000.0,14,1999,train,2016-01-14,110.7,75.7,1.5,0.7,16,112800.0,88000.0,6.0,17,1.0
1764,TRAIN_1733,서울특별시 강남구 대치동,503,개포우성1,84.81,201601,14,110000.0,9,1983,train,2016-01-14,110.7,75.7,1.5,0.7,0,138000.0,80000.0,5.0,33,3.0
1765,TRAIN_2341,서울특별시 강남구 대치동,316,은마,84.43,201601,14,108800.0,4,1979,train,2016-01-14,110.7,75.7,1.5,0.7,46,107000.0,55000.0,25.0,37,2.0
1766,TRAIN_1806,서울특별시 강남구 대치동,891-28,대치동우정에쉐르1,59.96,201601,15,45000.0,11,2004,train,2016-01-15,110.7,75.7,1.5,0.7,6,45000.0,34000.0,1.0,12,0.0
1767,TRAIN_1734,서울특별시 강남구 대치동,503,개포우성1,127.61,201601,15,193200.0,13,1983,train,2016-01-15,110.7,75.7,1.5,0.7,0,175000.0,94000.0,6.0,33,3.0
1768,TRAIN_2342,서울특별시 강남구 대치동,316,은마,84.43,201601,16,106500.0,4,1979,train,2016-01-16,110.7,75.7,1.5,0.7,46,108800.0,55000.0,22.0,37,2.0
1769,TRAIN_1897,서울특별시 강남구 대치동,888,대치아이파크,114.97,201601,16,152000.0,13,2008,train,2016-01-16,110.7,75.7,1.5,0.7,10,140000.0,110000.0,7.0,8,2.0
1770,TRAIN_1974,서울특별시 강남구 대치동,974,대치현대,59.82,201601,16,66000.0,17,1999,train,2016-01-16,110.7,75.7,1.5,0.7,16,66000.0,53000.0,6.0,17,1.0
1771,TRAIN_2668,서울특별시 강남구 대치동,511,한보미도맨션2,115.05,201601,18,143000.0,5,1985,train,2016-01-18,110.7,75.7,1.5,0.7,61,143500.0,85000.0,3.0,31,3.0
1772,TRAIN_2571,서울특별시 강남구 대치동,891-6,테헤란로대우아이빌(891-6),59.83,201601,18,50500.0,15,2004,train,2016-01-18,110.7,75.7,1.5,0.7,49,52000.0,28600.000000000004,2.0,12,0.0
1773,TRAIN_1898,서울특별시 강남구 대치동,888,대치아이파크,84.95,201601,18,118000.0,6,2008,train,2016-01-18,110.7,75.7,1.5,0.7,10,120500.0,90000.0,6.0,8,2.0
1774,TRAIN_2215,서울특별시 강남구 대치동,506,선경1차(1동-7동),136.68,201601,19,177500.0,11,1983,train,2016-01-19,110.7,75.7,1.5,0.7,32,180000.0,99000.00000000001,0.0,33,3.0
1775,TRAIN_2294,서울특별시 강남구 대치동,975-20,세영팔레스타운,84.85,201601,19,73900.0,9,2002,train,2016-01-19,110.7,75.7,1.5,0.7,38,73000.0,60000.0,0.0,14,1.0
1776,TRAIN_2081,서울특별시 강남구 대치동,1027,래미안대치팰리스,91.89,201601,20,152000.0,12,2015,train,2016-01-20,110.7,75.7,1.5,0.7,22,162000.0,110000.0,1.0,1,3.0
1777,TRAIN_2025,서울특별시 강남구 대치동,670,동부센트레빌,121.74,201601,20,198000.0,8,2005,train,2016-01-20,110.7,75.7,1.5,0.7,20,188000.0,157000.0,6.0,11,3.0
1778,TRAIN_2273,서울특별시 강남구 대치동,890-49,선릉역대우아이빌(890-49),25.42,201601,21,20500.0,10,2004,train,2016-01-21,110.7,75.7,1.5,0.7,35,23500.0,12925.000000000002,1.0,12,0.0
1779,TRAIN_1735,서울특별시 강남구 대치동,503,개포우성1,127.61,201601,21,190000.0,12,1983,train,2016-01-21,110.7,75.7,1.5,0.7,0,193200.0,94000.0,6.0,33,3.0
1780,TRAIN_2343,서울특별시 강남구 대치동,316,은마,76.79,201601,23,95000.0,10,1979,train,2016-01-23,110.7,75.7,1.5,0.7,46,94000.0,40000.0,16.0,37,2.0
1781,TRAIN_2344,서울특별시 강남구 대치동,316,은마,76.79,201601,23,96000.0,8,1979,train,2016-01-23,110.7,75.7,1.5,0.7,46,94000.0,40000.0,16.0,37,2.0
1782,TRAIN_2082,서울특별시 강남구 대치동,1027,래미안대치팰리스,94.49,201601,25,161000.0,22,2015,train,2016-01-25,110.7,75.7,1.5,0.7,22,152000.0,110000.0,2.0,1,3.0
1783,TRAIN_1899,서울특별시 강남구 대치동,888,대치아이파크,119.58,201601,27,163800.0,9,2008,train,2016-01-27,110.7,75.7,1.5,0.7,10,165000.0,145000.0,7.0,8,2.0
1784,TRAIN_2345,서울특별시 강남구 대치동,316,은마,76.79,201601,28,95200.0,8,1979,train,2016-01-28,110.7,75.7,1.5,0.7,46,96000.0,40000.0,14.0,37,2.0
1785,TRAIN_2207,서울특별시 강남구 대치동,601-1,미도맨션3차,188.54,201601,28,129000.0,3,1990,train,2016-01-28,110.7,75.7,1.5,0.7,27,130000.0,73000.0,0.0,26,2.0
1786,TRAIN_2346,서울특별시 강남구 대치동,316,은마,84.43,201601,29,111300.0,14,1979,train,2016-01-29,110.7,75.7,1.5,0.7,46,106500.0,55000.0,15.0,37,2.0
1787,TRAIN_2572,서울특별시 강남구 대치동,891-6,테헤란로대우아이빌(891-6),35.51,201601,29,31000.0,14,2004,train,2016-01-29,110.7,75.7,1.5,0.7,49,30800.0,16940.0,2.0,12,0.0
1788,TRAIN_2347,서울특별시 강남구 대치동,316,은마,84.43,201601,30,112500.0,9,1979,train,2016-01-30,110.7,75.7,1.5,0.7,46,111300.0,55000.0,14.0,37,2.0
1789,TRAIN_2348,서울특별시 강남구 대치동,316,은마,84.43,201601,30,112000.0,11,1979,train,2016-01-30,110.7,75.7,1.5,0.7,46,111300.0,55000.0,14.0,37,2.0
1790,TRAIN_2026,서울특별시 강남구 대치동,670,동부센트레빌,161.47,201601,30,245500.0,23,2005,train,2016-01-30,110.7,75.7,1.5,0.7,20,220000.0,177000.0,4.0,11,3.0
1791,TRAIN_2213,서울특별시 강남구 대치동,1009-4,상지리츠빌카일룸(1009-4),178.17,201602,01,330000.0,12,2011,train,2016-02-01,128.7,75.5,1.5,0.7,31,340000.0,187000.00000000003,0.0,5,4.0
1792,TRAIN_2213,서울특별시 강남구 대치동,1009-4,상지리츠빌카일룸(1009-4),178.17,201602,01,330000.0,12,2011,train,2016-02-01,117.6,75.5,1.5,0.7,31,340000.0,187000.00000000003,0.0,5,4.0
1793,TRAIN_2216,서울특별시 강남구 대치동,506,선경1차(1동-7동),117.7,201602,05,150000.0,1,1983,train,2016-02-05,128.7,75.5,1.5,0.7,32,155000.0,85250.0,1.0,33,3.0
1794,TRAIN_2216,서울특별시 강남구 대치동,506,선경1차(1동-7동),117.7,201602,05,150000.0,1,1983,train,2016-02-05,117.6,75.5,1.5,0.7,32,155000.0,85250.0,1.0,33,3.0
1795,TRAIN_2573,서울특별시 강남구 대치동,891-6,테헤란로대우아이빌(891-6),33.11,201602,06,28700.0,15,2004,train,2016-02-06,117.6,75.5,1.5,0.7,49,31000.0,17050.0,3.0,12,0.0
1796,TRAIN_2573,서울특별시 강남구 대치동,891-6,테헤란로대우아이빌(891-6),33.11,201602,06,28700.0,15,2004,train,2016-02-06,128.7,75.5,1.5,0.7,49,31000.0,17050.0,3.0,12,0.0
1797,TRAIN_2027,서울특별시 강남구 대치동,670,동부센트레빌,145.83,201602,06,210000.0,9,2005,train,2016-02-06,117.6,75.5,1.5,0.7,20,199400.0,160000.0,5.0,11,3.0
1798,TRAIN_2027,서울특별시 강남구 대치동,670,동부센트레빌,145.83,201602,06,210000.0,9,2005,train,2016-02-06,128.7,75.5,1.5,0.7,20,199400.0,160000.0,5.0,11,3.0
1799,TRAIN_2217,서울특별시 강남구 대치동,506,선경1차(1동-7동),163.92,201602,11,200000.0,14,1983,train,2016-02-11,117.6,75.5,1.5,0.7,32,210000.0,115500.00000000001,3.0,33,3.0
1800,TRAIN_2217,서울특별시 강남구 대치동,506,선경1차(1동-7동),163.92,201602,11,200000.0,14,1983,train,2016-02-11,128.7,75.5,1.5,0.7,32,210000.0,115500.00000000001,3.0,33,3.0
1801,TRAIN_2349,서울특별시 강남구 대치동,316,은마,76.79,201602,11,92500.0,4,1979,train,2016-02-11,117.6,75.5,1.5,0.7,46,95200.0,40000.0,16.0,37,2.0
1802,TRAIN_2349,서울특별시 강남구 대치동,316,은마,76.79,201602,11,92500.0,4,1979,train,2016-02-11,128.7,75.5,1.5,0.7,46,95200.0,40000.0,16.0,37,2.0
1803,TRAIN_2350,서울특별시 강남구 대치동,316,은마,84.43,201602,12,108000.0,2,1979,train,2016-02-12,117.6,75.5,1.5,0.7,46,112000.0,55000.0,18.0,37,2.0
1804,TRAIN_2350,서울특별시 강남구 대치동,316,은마,84.43,201602,12,108000.0,2,1979,train,2016-02-12,128.7,75.5,1.5,0.7,46,112000.0,55000.0,18.0,37,2.0
1805,TRAIN_2616,서울특별시 강남구 대치동,511,한보미도맨션1,84.48,201602,12,121000.0,8,1983,train,2016-02-12,117.6,75.5,1.5,0.7,60,123800.0,72000.0,2.0,33,3.0
1806,TRAIN_2616,서울특별시 강남구 대치동,511,한보미도맨션1,84.48,201602,12,121000.0,8,1983,train,2016-02-12,128.7,75.5,1.5,0.7,60,123800.0,72000.0,2.0,33,3.0
1807,TRAIN_2351,서울특별시 강남구 대치동,316,은마,76.79,201602,13,90000.0,4,1979,train,2016-02-13,117.6,75.5,1.5,0.7,46,92500.0,40000.0,20.0,37,2.0
1808,TRAIN_2351,서울특별시 강남구 대치동,316,은마,76.79,201602,13,90000.0,4,1979,train,2016-02-13,128.7,75.5,1.5,0.7,46,92500.0,40000.0,20.0,37,2.0
1809,TRAIN_2574,서울특별시 강남구 대치동,891-6,테헤란로대우아이빌(891-6),33.11,201602,13,29700.0,24,2004,train,2016-02-13,117.6,75.5,1.5,0.7,49,28700.0,15785.000000000002,5.0,12,0.0
1810,TRAIN_2574,서울특별시 강남구 대치동,891-6,테헤란로대우아이빌(891-6),33.11,201602,13,29700.0,24,2004,train,2016-02-13,128.7,75.5,1.5,0.7,49,28700.0,15785.000000000002,5.0,12,0.0
1811,TRAIN_1797,서울특별시 강남구 대치동,891-23,대우아이빌명문가(891-23),42.3,201602,15,30550.0,8,2004,train,2016-02-15,128.7,75.5,1.5,0.7,4,31800.0,17490.0,0.0,12,0.0
1812,TRAIN_1797,서울특별시 강남구 대치동,891-23,대우아이빌명문가(891-23),42.3,201602,15,30550.0,8,2004,train,2016-02-15,117.6,75.5,1.5,0.7,4,31800.0,17490.0,0.0,12,0.0
1813,TRAIN_2352,서울특별시 강남구 대치동,316,은마,76.79,201602,16,93000.0,3,1979,train,2016-02-16,117.6,75.5,1.5,0.7,46,90000.0,40000.0,22.0,37,2.0
1814,TRAIN_2352,서울특별시 강남구 대치동,316,은마,76.79,201602,16,93000.0,3,1979,train,2016-02-16,128.7,75.5,1.5,0.7,46,90000.0,40000.0,22.0,37,2.0
1815,TRAIN_1795,서울특별시 강남구 대치동,891-26,대우아이빌멤버스(891-26),54.966,201602,16,42500.0,12,2003,train,2016-02-16,128.7,75.5,1.5,0.7,3,45000.0,24750.000000000004,1.0,13,0.0
1816,TRAIN_1795,서울특별시 강남구 대치동,891-26,대우아이빌멤버스(891-26),54.966,201602,16,42500.0,12,2003,train,2016-02-16,117.6,75.5,1.5,0.7,3,45000.0,24750.000000000004,1.0,13,0.0
1817,TRAIN_2028,서울특별시 강남구 대치동,670,동부센트레빌,121.74,201602,17,188000.0,25,2005,train,2016-02-17,117.6,75.5,1.5,0.7,20,198000.0,157000.0,7.0,11,3.0
1818,TRAIN_2028,서울특별시 강남구 대치동,670,동부센트레빌,121.74,201602,17,188000.0,25,2005,train,2016-02-17,128.7,75.5,1.5,0.7,20,198000.0,157000.0,7.0,11,3.0
1819,TRAIN_1975,서울특별시 강남구 대치동,974,대치현대,85.0,201602,18,89900.0,2,1999,train,2016-02-18,117.6,75.5,1.5,0.7,16,89500.0,81000.0,4.0,17,1.0
1820,TRAIN_1975,서울특별시 강남구 대치동,974,대치현대,85.0,201602,18,89900.0,2,1999,train,2016-02-18,128.7,75.5,1.5,0.7,16,89500.0,81000.0,4.0,17,1.0
1821,TRAIN_2720,서울특별시 강남구 대치동,992,현대1,84.89,201602,19,78500.0,9,1990,train,2016-02-19,117.6,75.5,1.5,0.7,65,67300.0,60000.0,0.0,26,1.0
1822,TRAIN_2617,서울특별시 강남구 대치동,511,한보미도맨션1,161.36,201602,19,190000.0,4,1983,train,2016-02-19,128.7,75.5,1.5,0.7,60,186500.0,105000.0,4.0,33,3.0
1823,TRAIN_2617,서울특별시 강남구 대치동,511,한보미도맨션1,161.36,201602,19,190000.0,4,1983,train,2016-02-19,117.6,75.5,1.5,0.7,60,186500.0,105000.0,4.0,33,3.0
1824,TRAIN_2720,서울특별시 강남구 대치동,992,현대1,84.89,201602,19,78500.0,9,1990,train,2016-02-19,128.7,75.5,1.5,0.7,65,67300.0,60000.0,0.0,26,1.0
1825,TRAIN_2353,서울특별시 강남구 대치동,316,은마,76.79,201602,19,88000.0,2,1979,train,2016-02-19,128.7,75.5,1.5,0.7,46,93000.0,40000.0,24.0,37,2.0
1826,TRAIN_2353,서울특별시 강남구 대치동,316,은마,76.79,201602,19,88000.0,2,1979,train,2016-02-19,117.6,75.5,1.5,0.7,46,93000.0,40000.0,24.0,37,2.0
1827,TRAIN_2354,서울특별시 강남구 대치동,316,은마,84.43,201602,20,111500.0,9,1979,train,2016-02-20,128.7,75.5,1.5,0.7,46,108000.0,55000.0,26.0,37,2.0
1828,TRAIN_2354,서울특별시 강남구 대치동,316,은마,84.43,201602,20,111500.0,9,1979,train,2016-02-20,117.6,75.5,1.5,0.7,46,108000.0,55000.0,26.0,37,2.0
1829,TRAIN_2311,서울특별시 강남구 대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",83.56,201602,20,107000.0,13,1983,train,2016-02-20,117.6,75.5,1.5,0.7,42,110000.0,58000.0,0.0,33,2.0
1830,TRAIN_2311,서울특별시 강남구 대치동,66,"쌍용대치아파트1동,2동,3동,5동,6동",83.56,201602,20,107000.0,13,1983,train,2016-02-20,128.7,75.5,1.5,0.7,42,110000.0,58000.0,0.0,33,2.0
1831,TRAIN_2274,서울특별시 강남구 대치동,890-49,선릉역대우아이빌(890-49),25.42,201602,22,19800.0,11,2004,train,2016-02-22,128.7,75.5,1.5,0.7,35,20500.0,11275.000000000002,2.0,12,0.0
1832,TRAIN_2274,서울특별시 강남구 대치동,890-49,선릉역대우아이빌(890-49),25.42,201602,22,19800.0,11,2004,train,2016-02-22,117.6,75.5,1.5,0.7,35,20500.0,11275.000000000002,2.0,12,0.0
1833,TRAIN_2356,서울특별시 강남구 대치동,316,은마,76.79,201602,23,95000.0,7,1979,train,2016-02-23,117.6,75.5,1.5,0.7,46,88000.0,40000.0,28.0,37,2.0
1834,TRAIN_2355,서울특별시 강남구 대치동,316,은마,76.79,201602,23,92500.0,2,1979,train,2016-02-23,128.7,75.5,1.5,0.7,46,88000.0,40000.0,28.0,37,2.0
1835,TRAIN_2356,서울특별시 강남구 대치동,316,은마,76.79,201602,23,95000.0,7,1979,train,2016-02-23,128.7,75.5,1.5,0.7,46,88000.0,40000.0,28.0,37,2.0
